Unnamed: 0,id,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,dmu_nu_poptotal,dmu_nu_popurbana,dmu_nu_poprural,ihu_pc_cobrede,classe_ish_mun,area_setor,area_otto,area_scbc,pop,pop_urb_scbc,pop_urb_bacia,ihu_rel,classe_ish_otto,disp_por_dem,fator_iminente,fator_pos_deficit,fator_de_risco_total,irri_arroz,irri_cafe,irri_cana,irri_oc,irri_total
14419,14420,77578229,320410405000038,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,06265394118","14,49453409","0,031",485,"239,9689424","12536,19188","0,02",Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14420,14421,77578228,320410405000039,Urbana,3204104,Pinheiros,Espírito Santo,2,"0,009","0,008","0,008","89,154",103878,23536,,"0,9785",Médio,"1,106836073","5,605852277","0,194",1025,"179,6562335","4524,474512","0,12",Médio,1.1216546649617516,0.26494785719999997,0.0,0.26494785719999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14421,14422,77578229,320410405000039,Urbana,3204104,Pinheiros,Espírito Santo,2,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"1,106836073","14,49453409","0,913",1025,"845,4955732","12536,19188","0,07",Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14422,14423,77578229,320410405000040,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,2107391533","14,49453409","0,211",756,"756,9357545","12536,19188","0,06",Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14423,14424,7757836,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,055","0,003","0,003","5,266",103878,23536,,"0,9785",Máximo,"45,67337312","33,58230334","8,022",308,0,0,0,,18.9897455374098,0.0009243585333333334,0.0,0.0009243585333333334,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14424,14425,77578385,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,071","0,004","0,049","69,226",103878,23536,,"0,9785",Máximo,"45,67337312","1,024544004","1,025",308,0,0,0,,1.444543957472626,0.1597413025333333,0.0,0.1597413025333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14425,14426,77578384,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,013","0,014","0,014","109,553",103878,23536,,"0,9785",Médio,"45,67337312","7,712234351","7,569",308,0,0,0,,0.9128001971648426,0.30426673238828084,0.08719980283515738,0.3914665352234382,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14426,14427,77578382,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,01","0,01","0,01","98,325",103878,23536,,"0,9785",Médio,"45,67337312","5,98336049","4,567",308,0,0,0,,1.0170353419781337,0.3222601875,0.0,0.3222601875,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14427,14428,77578212,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,043","0,003","0,003","6,607",103878,23536,,"0,9785",Máximo,"45,67337312","26,47500802","0,228",308,0,0,0,,15.135462388375965,0.0014550816333333335,0.0,0.0014550816333333335,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14428,14429,77578383,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,085",0,"0,062","72,947",103878,23536,,"0,9785",Máximo,"45,67337312","0,6774778215","0,677",308,0,0,0,,1.37085829437811,0.17737549363333333,0.0,0.17737549363333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14429,14430,77578386,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,019","0,024","0,024","123,702",103878,23536,,"0,9785",Baixo,"45,67337312","11,64903385","2,659",308,0,0,0,,0.80839436710805,0.26946478903601667,0.19160563289194998,0.46107042192796666,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14430,14431,7757852,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,052","0,049","0,049","94,468",103878,23536,,"0,9785",Médio,"45,67337312","31,91025268","8,9",308,0,0,0,,1.0585595122157767,0.2974734341333333,0.0,0.2974734341333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14431,14432,7757854,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,031","0,045","0,045","142,708",103878,23536,,"0,9785",Baixo,"45,67337312","19,11692717","0,359",308,0,0,0,,0.7007315637525576,0.2335771879175192,0.29926843624744237,0.5328456241649615,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14432,14433,77578381,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,135","0,01","0,081","60,423",103878,23536,,"0,9785",Máximo,"45,67337312","24,3715094","8,095",308,0,0,0,,1.6549989242506993,0.12169796429999999,0.0,0.12169796429999999,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14433,14434,77578387,320410405000041,Rural,3204104,Pinheiros,Espírito Santo,8,"0,05","0,003","0,026","51,748",103878,23536,,"0,9785",Máximo,"45,67337312","8,936810627","3,573",308,0,0,0,,1.9324418335008118,0.08926185013333332,0.0,0.08926185013333332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14434,14435,77578665,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,028","0,031","0,031","110,198",103878,23536,,"0,9785",Médio,"52,67065012","17,17507941","10,182",578,0,0,0,,0.907457485616799,0.30248582853893297,0.09254251438320105,0.395028342922134,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14435,14436,775786283,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,066","0,156","0,156","235,531",103878,23536,,"0,9785",Baixo,"52,67065012","40,31777192","17,605",578,0,0,0,,0.4245725615736357,0.1415241871912119,0.5754274384263642,0.7169516256175761,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14436,14437,77578263,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,055","0,17","0,17","309,889",103878,23536,,"0,9785",Baixo,"52,67065012","33,42240848","8,594",578,0,0,0,,0.32269619121685506,0.10756539707228502,0.6773038087831449,0.7848692058554299,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14437,14438,77578228,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,009","0,008","0,008","89,154",103878,23536,,"0,9785",Médio,"52,67065012","5,605852277","4,473",578,0,"4524,474512",0,Médio,1.1216546649617516,0.26494785719999997,0.0,0.26494785719999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14438,14439,77578229,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"52,67065012","14,49453409","1,439",578,0,"12536,19188",0,Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14439,14440,77578663,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,058","0,015","0,05","86,037",103878,23536,,"0,9785",Médio,"52,67065012","11,54732619","0,112",578,0,0,0,,1.162290642398038,0.24674551230000002,0.0,0.24674551230000002,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14440,14441,77578262,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,022","0,091","0,091","411,842",103878,23536,,"0,9785",Mínimo,"52,67065012","13,46494666","8,933",578,0,0,0,,0.24281156365790765,0.08093718788596921,0.7571884363420923,0.8381256242280615,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14441,14442,77578227,320410405000042,Rural,3204104,Pinheiros,Espírito Santo,8,"0,049","0,032","0,064","130,253",103878,23536,,"0,9785",Baixo,"52,67065012","9,959520767","1,332",578,0,"145,056243",0,Baixo,0.7677366356245154,0.2559122118748385,0.23226336437548456,0.48817557625032304,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14442,14443,77578228,320410405000044,Urbana,3204104,Pinheiros,Espírito Santo,2,"0,009","0,008","0,008","89,154",103878,23536,,"0,9785",Médio,"0,7505321952","5,605852277","0,174",19,"4,404874329","4524,474512",0,Médio,1.1216546649617516,0.26494785719999997,0.0,0.26494785719999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14443,14444,77578229,320410405000044,Urbana,3204104,Pinheiros,Espírito Santo,2,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,7505321952","14,49453409","0,037",19,"0,9366686792","12536,19188",0,Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14444,14445,77578227,320410405000044,Urbana,3204104,Pinheiros,Espírito Santo,2,"0,049","0,032","0,064","130,253",103878,23536,,"0,9785",Baixo,"0,7505321952","9,959520767","0,54",19,"13,67029964","145,056243","0,19",Baixo,0.7677366356245154,0.2559122118748385,0.23226336437548456,0.48817557625032304,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14445,14446,77578229,320410405000046,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,08311873852","14,49453409","0,083",653,"652,0671628","12536,19188","0,05",Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14446,14447,77578229,320410405000047,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,2780696221","14,49453409","0,232",782,"652,4409198","12536,19188","0,05",Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14447,14448,77578227,320410405000047,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,049","0,032","0,064","130,253",103878,23536,,"0,9785",Baixo,"0,2780696221","9,959520767","0,046",782,"129,3632858","145,056243","1,78",Baixo,0.7677366356245154,0.2559122118748385,0.23226336437548456,0.48817557625032304,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14448,14449,77578228,320410405000048,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,009","0,008","0,008","89,154",103878,23536,,"0,9785",Médio,"0,1549392213","5,605852277","0,155",919,"919,3605002","4524,474512","0,61",Médio,1.1216546649617516,0.26494785719999997,0.0,0.26494785719999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14449,14450,77578228,320410405000049,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,009","0,008","0,008","89,154",103878,23536,,"0,9785",Médio,"0,01908968341","5,605852277","0,019",270,"268,7315389","4524,474512","0,18",Médio,1.1216546649617516,0.26494785719999997,0.0,0.26494785719999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14450,14451,77578229,320410405000050,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,05724682371","14,49453409","0,057",370,"368,404719","12536,19188","0,03",Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14451,14452,775786281,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,105","0,008","0,106","101,081",103878,23536,,"0,9785",Médio,"70,18752059","4,181599488","1,48",268,0,0,0,,0.9893056063948714,0.3297685354649571,0.010694393605128583,0.3404629290700857,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14452,14453,77578253,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,633","0,014","0,624","98,636",103878,23536,,"0,9785",Médio,"70,18752059","4,027710618","0,079",268,0,0,0,,1.013828622409668,0.32430201653333324,0.0,0.32430201653333324,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14453,14454,775786282,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,032","0,06","0,06","191,393",103878,23536,,"0,9785",Baixo,"70,18752059","19,27320768","0,709",268,0,0,0,,0.5224851483596579,0.17416171611988596,0.47751485164034213,0.6516765677602281,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14454,14455,775786283,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,066","0,156","0,156","235,531",103878,23536,,"0,9785",Baixo,"70,18752059","40,31777192","8,296",268,0,0,0,,0.4245725615736357,0.1415241871912119,0.5754274384263642,0.7169516256175761,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14455,14456,775786293,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,093","0,018","0,087","93,845",103878,23536,,"0,9785",Médio,"70,18752059","10,55555938","8,262",268,0,0,0,,1.0655868719697374,0.29356280083333325,0.0,0.29356280083333325,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14456,14457,775786295,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,061","0,002","0,055","89,766",103878,23536,,"0,9785",Médio,"70,18752059","5,028622065","4,65",268,0,0,0,,1.1140075306909074,0.2685978252,0.0,0.2685978252,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14457,14458,77578225,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,12","0,137","0,192","160,245",103878,23536,,"0,9785",Baixo,"70,18752059","37,60334185","12,461",268,0,0,0,,0.6240444319635557,0.20801481065451857,0.37595556803644425,0.5839703786909628,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14458,14459,775786294,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,015","0,042","0,042","288,213",103878,23536,,"0,9785",Baixo,"70,18752059","8,921824972","0,906",268,0,0,0,,0.3469656122381711,0.11565520407939035,0.653034387761829,0.7686895918412193,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14459,14460,775786299,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,016","0,063","0,063","401,104",103878,23536,,"0,9785",Mínimo,"70,18752059","9,657452115","9,657",268,0,0,0,,0.24931189915832302,0.08310396638610767,0.750688100841677,0.8337920672277848,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14460,14461,77578229,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"70,18752059","14,49453409","1,937",268,0,"12536,19188",0,Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14461,14462,775786296,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,021","0,036","0,036","168,941",103878,23536,,"0,9785",Baixo,"70,18752059","13,01013851","12,667",268,0,0,0,,0.5919226238746071,0.19730754129153572,0.40807737612539285,0.6053849174169286,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14462,14463,775782542,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,011","0,011","0,011","98,294",103878,23536,,"0,9785",Médio,"70,18752059","6,634091104","0,019",268,0,0,0,,1.017356094980365,0.3220570145333333,0.0,0.3220570145333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14463,14464,775786291,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,11",0,"0,1","90,761",103878,23536,,"0,9785",Médio,"70,18752059","2,781666926","0,297",268,0,0,0,,1.101794823767918,0.27458530403333326,0.0,0.27458530403333326,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14464,14465,775786297,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,031","0,006","0,032","100,716",103878,23536,,"0,9785",Médio,"70,18752059","3,496508452","1,897",268,0,0,0,,0.9928909011477819,0.3309636337159273,0.00710909885221811,0.3380727325681454,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14465,14466,775786298,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,01","0,022","0,022","220,945",103878,23536,,"0,9785",Baixo,"70,18752059","5,997603167","5,995",268,0,0,0,,0.4526013261218855,0.15086710870729517,0.5473986738781145,0.6982657825854096,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14466,14467,77578227,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,049","0,032","0,064","130,253",103878,23536,,"0,9785",Baixo,"70,18752059","9,959520767","0,706",268,0,"145,056243",0,Baixo,0.7677366356245154,0.2559122118748385,0.23226336437548456,0.48817557625032304,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14467,14468,77578251,320410405000051,Rural,3204104,Pinheiros,Espírito Santo,8,"0,672","0,056","0,7","104,078",103878,23536,,"0,9785",Médio,"70,18752059","12,280946","0,169",268,0,0,0,,0.9608178481523473,0.3202726160507824,0.039182151847652724,0.3594547678984351,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14468,14469,77578229,320410405000052,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,024","0,091","0,091","384,035",103878,23536,,"0,9785",Mínimo,"0,1846496715","14,49453409","0,185",0,0,"12536,19188",0,Mínimo,0.2603929329358001,0.08679764431193338,0.7396070670641999,0.8264047113761332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14469,14470,77578688,320410410000001,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,011","0,008","0,008","77,715",103878,23536,,"0,9785",Alto,"0,2695568866","6,5516478","0,259",750,"720,6271094","1378,445506","2,09",Alto,1.286752879109567,0.20132070749999997,0.0,0.20132070749999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14470,14471,77578686,320410410000001,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,012","0,019","0,019","161,506",103878,23536,,"0,9785",Baixo,"0,2695568866","7,288328317","0,01",750,"27,82344052","27,82344052",2,Baixo,0.619172043143908,0.20639068104796932,0.38082795685609205,0.5872186379040614,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14471,14472,77578688,320410410000002,Urbana,3204104,Pinheiros,Espírito Santo,1,"0,011","0,008","0,008","77,715",103878,23536,,"0,9785",Alto,"0,2294113403","6,5516478","0,229",659,"657,8183964","1378,445506","1,91",Alto,1.286752879109567,0.20132070749999997,0.0,0.20132070749999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14472,14473,77578665,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,028","0,031","0,031","110,198",103878,23536,,"0,9785",Médio,"122,7393007","17,17507941","6,284",223,0,0,0,,0.907457485616799,0.30248582853893297,0.09254251438320105,0.395028342922134,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14473,14474,775786821,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,057",0,"0,003","5,732",103878,23536,,"0,9785",Máximo,"122,7393007","4,202453628","1,49",223,0,0,0,,17.445917655268666,0.0010951941333333334,0.0,0.0010951941333333334,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14474,14475,775786822,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,009",0,0,"2,628",103878,23536,,"0,9785",Máximo,"122,7393007","5,366165357","5,366",223,0,0,0,,38.051750380517504,0.0002302128,0.0,0.0002302128,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14475,14476,775786622,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,009",0,0,"2,289",103878,23536,,"0,9785",Máximo,"122,7393007","5,338249815","5,338",223,0,0,0,,43.6871996505024,0.00017465069999999998,0.0,0.00017465069999999998,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14476,14477,77578688,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,011","0,008","0,008","77,715",103878,23536,,"0,9785",Alto,"122,7393007","6,5516478","1,617",223,0,"1378,445506",0,Alto,1.286752879109567,0.20132070749999997,0.0,0.20132070749999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14477,14478,775782942,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,011","0,021","0,021","198,12",103878,23536,,"0,9785",Baixo,"122,7393007","6,382308194","0,406",223,0,0,0,,0.5047445992327882,0.16824819974426275,0.49525540076721175,0.6635036005114745,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14478,14479,77578263,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,055","0,17","0,17","309,889",103878,23536,,"0,9785",Baixo,"122,7393007","33,42240848","1,436",223,0,0,0,,0.32269619121685506,0.10756539707228502,0.6773038087831449,0.7848692058554299,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14479,14480,775786823,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,041","0,001","0,003","6,687",103878,23536,,"0,9785",Máximo,"122,7393007","8,464175607","3,633",223,0,0,0,,14.954389113204725,0.0014905323,0.0,0.0014905323,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14480,14481,77578684,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,038","0,009","0,009","23,045",103878,23536,,"0,9785",Máximo,"122,7393007","23,32417107","7,438",223,0,0,0,,4.339336081579518,0.017702400833333336,0.0,0.017702400833333336,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14481,14482,77578664,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,011","0,006","0,006","57,108",103878,23536,,"0,9785",Máximo,"122,7393007","6,474628442","6,475",223,0,0,0,,1.7510681515724593,0.10871078879999997,0.0,0.10871078879999997,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14482,14483,775786763,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,026","0,018","0,018","69,472",103878,23536,,"0,9785",Máximo,"122,7393007","15,63937686","8,563",223,0,0,0,,1.4394288346384156,0.1608786261333333,0.0,0.1608786261333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14483,14484,77578661,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,107",0,"0,077","71,807",103878,23536,,"0,9785",Máximo,"122,7393007","0,2384141436","0,039",223,0,0,0,,1.3926218892308548,0.17187484163333336,0.0,0.17187484163333336,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14484,14485,77578683,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,099",0,"0,043","43,562",103878,23536,,"0,9785",Máximo,"122,7393007","6,654987497","6,655",223,0,0,0,,2.295578715394151,0.06325492813333333,0.0,0.06325492813333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14485,14486,77578663,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,058","0,015","0,05","86,037",103878,23536,,"0,9785",Médio,"122,7393007","11,54732619","3,926",223,0,0,0,,1.162290642398038,0.24674551230000002,0.0,0.24674551230000002,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14486,14487,77578677,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,413",0,"0,069","16,735",103878,23536,,"0,9785",Máximo,"122,7393007","6,526957786","2,304",223,0,0,0,,5.975500448162534,0.00933534083333333,0.0,0.00933534083333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14487,14488,77578681,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,163","0,002","0,048","29,453",103878,23536,,"0,9785",Máximo,"122,7393007","4,573151179","3,664",223,0,0,0,,3.3952398736970766,0.02891597363333333,0.0,0.02891597363333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14488,14489,775786621,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,049",0,"0,027","55,556",103878,23536,,"0,9785",Máximo,"122,7393007","7,272775709","7,271",223,0,0,0,,1.7999856001151993,0.1028823045333333,0.0,0.1028823045333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14489,14490,77578672,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,021","0,004","0,004","20,197",103878,23536,,"0,9785",Máximo,"122,7393007","12,53518626","0,002",223,0,0,0,,4.9512303807496165,0.01359729363333333,0.0,0.01359729363333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14490,14491,775786824,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,012","0,001","0,001","9,658",103878,23536,,"0,9785",Máximo,"122,7393007","7,338951198","2,798",223,0,0,0,,10.354110581901015,0.003109232133333333,0.0,0.003109232133333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14491,14492,775786762,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,017","0,01","0,01","61,658",103878,23536,,"0,9785",Máximo,"122,7393007","10,25680387","10,252",223,0,0,0,,1.6218495572350708,0.12672363213333332,0.0,0.12672363213333332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14492,14493,77578674,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,008",0,0,"2,153",103878,23536,,"0,9785",Máximo,"122,7393007","5,136740182","5,137",223,0,0,0,,46.44681839294008,0.00015451363333333334,0.0,0.00015451363333333334,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14493,14494,775786623,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,029","0,027","0,027","94,094",103878,23536,,"0,9785",Médio,"122,7393007","17,35513425","16,539",223,0,0,0,,1.0627670202138289,0.29512269453333323,0.0,0.29512269453333323,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14494,14495,775782933,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,201","0,012","0,203","101,476",103878,23536,,"0,9785",Médio,"122,7393007","5,339609753","0,679",223,0,0,0,,0.9854546887934093,0.32848489626446975,0.01454531120659075,0.3430302074710605,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14495,14496,77578686,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,012","0,019","0,019","161,506",103878,23536,,"0,9785",Baixo,"122,7393007","7,288328317","5,256",223,0,"27,82344052",0,Baixo,0.619172043143908,0.20639068104796932,0.38082795685609205,0.5872186379040614,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14496,14497,77578675,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,459",0,"0,097","21,223",103878,23536,,"0,9785",Máximo,"122,7393007","0,8937897144","0,24",223,0,0,0,,4.7118691985110495,0.015013857633333332,0.0,0.015013857633333332,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
14497,14498,77578671,320410410000003,Rural,3204104,Pinheiros,Espírito Santo,8,"0,502","0,001","0,103","20,5",103878,23536,,"0,9785",Máximo,"122,7393007","3,211535197","1,814",223,0,0,0,,4.878048780487805,0.014008333333333333,0.0,0.014008333333333333,0.0,5467.888319117,1022288.8622229,956007.52655523,1983764.277097247
