fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,fator_iminente,fator_pós_deficit,fator_de_risco_total,dmu_nu_popurbana,ihu_pc_risco_inerente,ihu_pc_riscoposdeficit,ihu_pc_risco,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_pc_cobrede,ihu_cs_ish,ISH,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,CORINGA,igh_ind
2431,776195,320080505000046,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"44,538","0,001","2,867","6,436","15,53672712","0,001","0,000","0,001",382.635,"0,00138","0,00000","0,00138",528,0,528,1,"3,00",Médio,"2,772149802","7,50889115","1,321","0,0000291","0,000003875405758","0,000005119411007","0,00002910429724","0,1759247769","0,528","3,000",Médio,"1530518,90"
2432,776192,320080505000046,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"0,006","0,001","0,001","14,222","7,031438907","0,007","0,000","0,007",382.635,"0,00674","0,00000","0,00674",2.580,0,2.580,1,"3,00",Médio,"2,772149802","5,275818373","0,728","0,0000491","0,000009306613027","0,000006775214284","0,00004910169033","0,137988071","0,414","3,000",Médio,"116,09"
2433,7761811,320080505000047,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"6,309","0,007","1,197","18,974","5,270417546","0,012","0,000","0,012",382.635,"0,01200","0,00000","0,01200",4.592,0,4.592,1,"3,00",Médio,"0,2370268691","14,06216014","0,237","0,000137","0,000009742457676","0,000002308962469","0,0001370179248","0,01685374065","0,051","3,000",Médio,"46054,01"
2434,77617992,320080505000048,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,005","0,002","0,002","38,679","2,585351702","0,050","0,000","0,050",382.635,"0,04987","0,00000","0,04987",19.082,0,19.082,1,"3,00",Médio,"0,06096161241","4,991920123","0,059","0,000000363","0,00000007271750971","0,000000004290333073","0,000000363078526","0,01181909937","0,035","3,001",Médio,"14876,03"
2435,77617993,320080505000048,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,006","4,065","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,06096161241","2,825770718","0,002","0,0000443","0,00001567713888","0,00000003135427777","0,00004427224021","0,0007077715072","0,002","3,299",Médio,"6307453,72"
2436,77617912,320080505000050,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"0,032","0,001","0,001","1,680","59,51844118","0,000","0,000","0,000",382.635,"0,00009","0,00000","0,00009",36,0,36,1,"3,00",Médio,"0,6638026872","7,45071855","0,533","0,0000237","0,000003180901257","0,00000169542037","0,00002370089526","0,07153672447","0,215","3,000",Médio,"1345,99"
2437,7761793,320080505000050,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"279,420","0,000","4,083","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,6638026872","0,4295409864","0,059",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2438,77617941,320080505000050,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"0,059","0,000","0,003","4,742","21,08973639","0,001","0,000","0,001",382.635,"0,00075","0,00000","0,00075",287,0,287,1,"3,00",Médio,"0,6638026872","2,487594362","0,01",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2439,77617913,320080505000050,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"279,420","0,000","4,200","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,6638026872","1,186482948","0,062","0,00000773","0,000006515053599","0,0000004039333231","0,000007733368621","0,05225528113","0,157","3,001",Médio,"36147503,23"
2440,776195,320080505000051,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"44,538","0,001","2,867","6,436","15,53672712","0,001","0,000","0,001",382.635,"0,00138","0,00000","0,00138",528,0,528,1,"3,00",Médio,"2,088940335","7,50889115","2,078","0,0000291","0,000003875405758","0,000008053093165","0,00002910429724","0,2767385968","0,830","3,000",Médio,"1530518,90"
2441,7761961,320080505000051,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,084","0,001","0,004","4,421","22,61725681","0,001","0,000","0,001",382.635,"0,00065","0,00000","0,00065",249,0,249,1,"3,00",Médio,"2,088940335","2,067332871","0,011","0,000126","0,00006094809489","0,0000006704290438","0,0001259187641","0,005320865427","0,016","2,998",Médio,"668,25"
2442,7761795,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"279,420","0,000","4,080","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"62,9389351","2,833805449","0,544",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2443,77617981,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"279,420","0,022","0,013","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"62,9389351","2,30431292","0,001",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2444,7761797,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"279,420","0,000","4,079","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"62,9389351","4,92559367","2,359",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2445,77617992,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,005","0,002","0,002","38,679","2,585351702","0,050","0,000","0,050",382.635,"0,04987","0,00000","0,04987",19.082,0,19.082,1,"3,00",Médio,"62,9389351","4,991920123","4,803","0,000000363","0,00000007271750971","0,0000003492621991","0,000000363078526","0,9621548185","2,886","3,001",Médio,"14876,03"
2446,77617946,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,007","0,000","0,000","3,181","31,4409664","0,000","0,000","0,000",382.635,"0,00034","0,00000","0,00034",129,0,129,1,"3,00",Médio,"62,9389351","6,793509773","0,886",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2447,7761964,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,011","0,001","0,001","4,916","20,3428297","0,001","0,000","0,001",382.635,"0,00081","0,00000","0,00081",308,0,308,1,"3,00",Médio,"62,9389351","10,10657584","0,337",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2448,7761811,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"6,309","0,007","1,197","18,974","5,270417546","0,012","0,000","0,012",382.635,"0,01200","0,00000","0,01200",4.592,0,4.592,1,"3,00",Médio,"62,9389351","14,06216014","10,749","0,000137","0,000009742457676","0,0001047216776","0,0001370179248","0,764391807","2,293","3,000",Médio,"46054,01"
2449,77617942,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,006","0,000","0,000","3,269","30,5936355","0,000","0,000","0,000",382.635,"0,00036","0,00000","0,00036",136,0,136,1,"3,00",Médio,"62,9389351","5,588675884","5,589",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2450,77617941,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,059","0,000","0,003","4,742","21,08973639","0,001","0,000","0,001",382.635,"0,00075","0,00000","0,00075",287,0,287,1,"3,00",Médio,"62,9389351","2,487594362","0,958",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2451,776195,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"44,538","0,001","2,867","6,436","15,53672712","0,001","0,000","0,001",382.635,"0,00138","0,00000","0,00138",528,0,528,1,"3,00",Médio,"62,9389351","7,50889115","0,779","0,0000291","0,000003875405758","0,000003018941086","0,00002910429724","0,1037436799","0,311","3,000",Médio,"1530518,90"
2452,77617991,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"279,420","0,015","4,067","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"62,9389351","2,156814456","0,267",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2453,7761813,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"6,285","0,001","1,189","18,926","5,283695769","0,012","0,000","0,012",382.635,"0,01194","0,00000","0,01194",4.569,0,4.569,1,"3,00",Médio,"62,9389351","16,29463896","11,841",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2454,77617943,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,050","0,001","0,002","4,939","20,2469849","0,001","0,000","0,001",382.635,"0,00081","0,00000","0,00081",311,0,311,1,"3,00",Médio,"62,9389351","19,29610076","7,424",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2455,77617993,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"279,420","0,006","4,065","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"62,9389351","2,825770718","1,082","0,0000443","0,00001567713888","0,00001696266427","0,00004427224021","0,3829043854","1,149","3,299",Médio,"6307453,72"
2456,776191,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"279,420","0,065","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"62,9389351","2,279575356",0,"0,0000257","0,00001127402958",0,"0,00002570478745",0,"0,000","3,845",Alto,"10872381,32"
2457,776192,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,006","0,001","0,001","14,222","7,031438907","0,007","0,000","0,007",382.635,"0,00674","0,00000","0,00674",2.580,0,2.580,1,"3,00",Médio,"62,9389351","5,275818373","3,748","0,0000491","0,000009306613027","0,00003488118563","0,00004910169033","0,7104111126","2,131","3,000",Médio,"116,09"
2458,7761963,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,073","0,000","0,003","3,683","27,14985658","0,000","0,000","0,000",382.635,"0,00045","0,00000","0,00045",173,0,173,1,"3,00",Médio,"62,9389351","7,797862172","0,425",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2459,7761812,320080505000052,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,011","0,000","0,000","3,205","31,20427622","0,000","0,000","0,000",382.635,"0,00034","0,00000","0,00034",131,0,131,1,"3,00",Médio,"62,9389351","11,14766205","11,148",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2460,776193,320080505000053,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,001","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,0425755566","1,139889251","0,043","0,0000683","0,00005991810164","0,000002576478371","0,00006824671777","0,03772296297","0,113","3,165",Médio,"4091071,74"
2461,776193,320080505000054,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,001","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,03912718921","1,139889251","0,039","0,0000683","0,00005991810164","0,000002336805964","0,00006824671777","0,03421385013","0,103","3,165",Médio,"4091071,74"
2462,7761811,320080505000055,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"6,309","0,007","1,197","18,974","5,270417546","0,012","0,000","0,012",382.635,"0,01200","0,00000","0,01200",4.592,0,4.592,1,"3,00",Médio,"0,1149433381","14,06216014","0,003","0,000137","0,000009742457676","0,00000002922737303","0,0001370179248","0,0002133384893","0,001","3,000",Médio,"46054,01"
2463,776193,320080505000055,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,001","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,1149433381","1,139889251","0,036","0,0000683","0,00005991810164","0,000002157051659","0,00006824671777","0,03158201551","0,095","3,165",Médio,"4091071,74"
2464,776192,320080505000055,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,006","0,001","0,001","14,222","7,031438907","0,007","0,000","0,007",382.635,"0,00674","0,00000","0,00674",2.580,0,2.580,1,"3,00",Médio,"0,1149433381","5,275818373","0,076","0,0000491","0,000009306613027","0,0000007073025901","0,00004910169033","0,01440534807","0,043","3,000",Médio,"116,09"
2465,776193,320080505000056,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,001","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,03323232128","1,139889251","0,033","0,0000683","0,00005991810164","0,000001977297354","0,00006824671777","0,02895018088","0,087","3,165",Médio,"4091071,74"
2466,776192,320080505000056,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,006","0,001","0,001","14,222","7,031438907","0,007","0,000","0,007",382.635,"0,00674","0,00000","0,00674",2.580,0,2.580,1,"3,00",Médio,"0,03323232128","5,275818373",0,"0,0000491","0,000009306613027",0,"0,00004910169033",0,"0,000","3,000",Médio,"116,09"
2467,776193,320080505000057,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,001","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,1093644653","1,139889251","0,083","0,0000683","0,00005991810164","0,000004973202436","0,00006824671777","0,07281409131","0,218","3,165",Médio,"4091071,74"
2468,776195,320080505000057,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"44,538","0,001","2,867","6,436","15,53672712","0,001","0,000","0,001",382.635,"0,00138","0,00000","0,00138",528,0,528,1,"3,00",Médio,"0,1093644653","7,50889115","0,027","0,0000291","0,000003875405758","0,0000001046359555","0,00002910429724","0,003595737301","0,011","3,000",Médio,"1530518,90"
2469,776193,320080505000058,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,001","2,867","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,1277255595","1,139889251",0,"0,0000683","0,00005991810164",0,"0,00006824671777",0,"0,000","3,165",Médio,"4091071,74"
2470,776195,320080505000058,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"44,538","0,001","2,867","6,436","15,53672712","0,001","0,000","0,001",382.635,"0,00138","0,00000","0,00138",528,0,528,1,"3,00",Médio,"0,1277255595","7,50889115","0,128","0,0000291","0,000003875405758","0,000000496051937","0,00002910429724","0,01704645832","0,051","3,000",Médio,"1530518,90"
2471,7761811,320080505000059,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"6,309","0,007","1,197","18,974","5,270417546","0,012","0,000","0,012",382.635,"0,01200","0,00000","0,01200",4.592,0,4.592,1,"3,00",Médio,"0,1388195936","14,06216014","0,139","0,000137","0,000009742457676","0,000001354201617","0,0001370179248","0,009884683336","0,030","3,000",Médio,"46054,01"
2472,7761811,320080505000060,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"6,309","0,007","1,197","18,974","5,270417546","0,012","0,000","0,012",382.635,"0,01200","0,00000","0,01200",4.592,0,4.592,1,"3,00",Médio,"0,05838332438","14,06216014","0,058","0,000137","0,000009742457676","0,0000005650625452","0,0001370179248","0,004124544126","0,012","3,000",Médio,"46054,01"
2473,77617992,320080505000061,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"0,005","0,002","0,002","38,679","2,585351702","0,050","0,000","0,050",382.635,"0,04987","0,00000","0,04987",19.082,0,19.082,1,"3,00",Médio,"0,3088268775","4,991920123","0,006","0,000000363","0,00000007271750971","0,0000000004363050582","0,000000363078526","0,001201942309","0,004","3,001",Médio,"14876,03"
2474,7761811,320080505000061,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"6,309","0,007","1,197","18,974","5,270417546","0,012","0,000","0,012",382.635,"0,01200","0,00000","0,01200",4.592,0,4.592,1,"3,00",Médio,"0,3088268775","14,06216014","0,038","0,000137","0,000009742457676","0,0000003702133917","0,0001370179248","0,002702287531","0,008","3,000",Médio,"46054,01"
2475,77617993,320080505000061,Urbana,3200805,Baixo Guandu,Espírito Santo,2,"279,420","0,006","4,065","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,3088268775","2,825770718","0,265","0,0000443","0,00001567713888","0,000004154441804","0,00004427224021","0,0937797247","0,281","3,299",Médio,"6307453,72"
2476,77617992,320080505000062,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,005","0,002","0,002","38,679","2,585351702","0,050","0,000","0,050",382.635,"0,04987","0,00000","0,04987",19.082,0,19.082,1,"3,00",Médio,"0,2321171729","4,991920123","0,052","0,000000363","0,00000007271750971","0,000000003781310505","0,000000363078526","0,01041683335","0,031","3,001",Médio,"14876,03"
2477,77617993,320080505000062,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"279,420","0,006","4,065","1,503","66,53172077","0,000","0,000","0,000",382.635,"0,00008","0,00000","0,00008",29,0,29,1,"3,00",Médio,"0,2321171729","2,825770718","0,18","0,0000443","0,00001567713888","0,000002821884999","0,00004427224021","0,06369943565","0,191","3,299",Médio,"6307453,72"
2478,77617893,320080510000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,115","0,023","0,040","34,381","2,908578614","0,039","0,000","0,039",382.635,"0,03940","0,00000","0,03940",15.077,0,15.077,1,"3,00",Médio,"0,3318101491","10,18086216","0,332","0,0000351","0,000003447645145","0,000001144618188","0,00003510047522","0,03261020479","0,098","3,000",Médio,"3279,20"
2479,77617894,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,022","0,000","0,000","0,767","130,3141895","0,000","0,000","0,000",382.635,"0,00002","0,00000","0,00002",8,0,8,1,"5,00",Máximo,"30,09073126","5,16137577","5,155",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2480,77614692,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,019","0,001","0,001","4,087","24,46733166","0,001","0,000","0,001",382.635,"0,00056","0,00000","0,00056",213,0,213,1,"3,00",Médio,"30,09073126","14,24366902","0,033",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2481,77614626,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,013","0,001","0,001","6,780","14,74945665","0,002","0,000","0,002",382.635,"0,00153","0,00000","0,00153",586,0,586,1,"3,00",Médio,"30,09073126","10,21566998","0,335",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2482,77617895,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,049","0,000","0,017","33,552","2,980415307","0,038","0,000","0,038",382.635,"0,03753","0,00000","0,03753",14.359,0,14.359,1,"3,00",Médio,"30,09073126","0,663563818","0,211",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2483,77614663,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,015","0,005","0,005","30,688","3,258556169","0,031","0,000","0,031",382.635,"0,03139","0,00000","0,03139",12.012,0,12.012,1,"3,00",Médio,"30,09073126","11,51635736","0,509",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2484,7761467,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,100","0,027","0,043","42,809","2,335943561","0,061","0,000","0,061",382.635,"0,06109","0,00000","0,06109",23.374,0,23.374,1,"3,00",Médio,"30,09073126","5,916407274","0,001","0,0000132","0,000002231083728","0,000000002231083728","0,00001320132242","0,0001690214946","0,001","3,000",Médio,"7568,18"
2485,77617896,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,023","0,001","0,001","2,358","42,41241043","0,000","0,000","0,000",382.635,"0,00019","0,00000","0,00019",71,0,71,1,"3,00",Médio,"30,09073126","5,323986139","3,941",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2486,7761787,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,323","0,057","0,141","43,822","2,281940013","0,064","0,000","0,064",382.635,"0,06401","0,00000","0,06401",24.494,0,24.494,1,"3,00",Médio,"30,09073126","25,00894715","6,688",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2487,77617891,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,155","0,001","0,072","46,259","2,161739192","0,071","0,000","0,071",382.635,"0,07133","0,00000","0,07133",27.293,0,27.293,1,"3,00",Médio,"30,09073126","2,106436314","0,883",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2488,77614691,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,058","0,002","0,009","14,633","6,833988051","0,007","0,000","0,007",382.635,"0,00714","0,00000","0,00714",2.731,0,2.731,1,"3,00",Médio,"30,09073126","8,981888111","0,094",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2489,7761788,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,060","0,013","0,013","21,626","4,624084086","0,016","0,000","0,016",382.635,"0,01559","0,00000","0,01559",5.965,0,5.965,1,"3,00",Médio,"30,09073126","14,08301981","7,073",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2490,77617893,320080510000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,115","0,023","0,040","34,381","2,908578614","0,039","0,000","0,039",382.635,"0,03940","0,00000","0,03940",15.077,0,15.077,1,"3,00",Médio,"30,09073126","10,18086216","5,169","0,0000351","0,000003447645145","0,00001782087776","0,00003510047522","0,507717315","1,523","3,000",Médio,"3279,20"
2491,77614627,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,014","0,002","0,002","17,723","5,642247982","0,010","0,000","0,010",382.635,"0,01047","0,00000","0,01047",4.006,0,4.006,1,"3,00",Médio,"44,73049205","10,69846886","0,579",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2492,77632282,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,006","0,000","0,000","3,736","26,7690186","0,000","0,000","0,000",382.635,"0,00047","0,00000","0,00047",178,0,178,1,"3,00",Médio,"44,73049205","5,539538982","0,001",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2493,7761784,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,069","0,015","0,015","22,437","4,456938078","0,017","0,000","0,017",382.635,"0,01678","0,00000","0,01678",6.421,0,6.421,1,"3,00",Médio,"44,73049205","15,99456056","0,1",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2494,77614626,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,013","0,001","0,001","6,780","14,74945665","0,002","0,000","0,002",382.635,"0,00153","0,00000","0,00153",586,0,586,1,"3,00",Médio,"44,73049205","10,21566998","0,176",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2495,7761785,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,497","0,004","0,197","39,692","2,51941738","0,053","0,000","0,053",382.635,"0,05251","0,00000","0,05251",20.094,0,20.094,1,"3,00",Médio,"44,73049205","15,21703121","3,972",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2496,77617483,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,037","0,031","0,031","83,588","1,196339386","0,233","0,000","0,233",382.635,"0,23290","0,00000","0,23290",89.116,0,89.116,1,"2,00",Baixo,"44,73049205","8,643418864","0,126",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2497,7761787,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,323","0,057","0,141","43,822","2,281940013","0,064","0,000","0,064",382.635,"0,06401","0,00000","0,06401",24.494,0,24.494,1,"3,00",Médio,"44,73049205","25,00894715","14,998",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2498,77632283,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,017","0,005","0,005","29,316","3,411105449","0,029","0,000","0,029",382.635,"0,02865","0,00000","0,02865",10.962,0,10.962,1,"3,00",Médio,"44,73049205","15,9405824","0,174",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2499,77617526,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,107","0,051","0,051","47,567","2,102288613","0,075","0,000","0,075",382.635,"0,07542","0,00000","0,07542",28.859,0,28.859,1,"3,00",Médio,"44,73049205","24,87046393","0,038",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2500,7761786,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,109","0,052","0,052","47,535","2,103727584","0,075","0,000","0,075",382.635,"0,07532","0,00000","0,07532",28.819,0,28.819,1,"3,00",Médio,"44,73049205","25,49782415","24,559",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2501,7763226,320080510000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,021","0,025","0,025","117,934","0,8479322063","0,283","0,152","0,435",382.635,"0,28264","0,15207","0,43471",108.150,58.186,166.336,1,"1,00",Mínimo,"44,73049205","19,19481062","0,008",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2502,77617892,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,031","0,101","0,101","325,794","0,3069421845","0,102","0,693","0,795",382.635,"0,10231","0,69306","0,79537",39.149,265.188,304.337,1,"1,00",Mínimo,"22,32034331","7,223440048","6,58",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2503,77632483,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,022","0,008","0,008","34,837","2,870539596","0,040","0,000","0,040",382.635,"0,04045","0,00000","0,04045",15.479,0,15.479,1,"3,00",Médio,"22,32034331","20,6415811","0,023",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2504,77614692,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,019","0,001","0,001","4,087","24,46733166","0,001","0,000","0,001",382.635,"0,00056","0,00000","0,00056",213,0,213,1,"3,00",Médio,"22,32034331","14,24366902","0,393",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2505,77632493,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,036","0,009","0,027","74,883","1,335420963","0,187","0,000","0,187",382.635,"0,18691","0,00000","0,18691",71.520,0,71.520,1,"2,00",Baixo,"22,32034331","8,800404084","0,004",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2506,77617895,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,049","0,000","0,017","33,552","2,980415307","0,038","0,000","0,038",382.635,"0,03753","0,00000","0,03753",14.359,0,14.359,1,"3,00",Médio,"22,32034331","0,663563818","0,453",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2507,77632293,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,017","0,121","0,121","709,882","0,1408684157","0,047","0,859","0,906",382.635,"0,04696","0,85913","0,90609",17.967,328.734,346.701,1,"1,00",Mínimo,"22,32034331","15,84459221","0,112",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2508,77632292,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,015","0,012","0,012","81,014","1,234351769","0,219","0,000","0,219",382.635,"0,21878","0,00000","0,21878",83.712,0,83.712,1,"2,00",Baixo,"22,32034331","13,42467873","0,044",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
